Age,Gender,Marital_Status,Family_Members,Education,Occupation,Job_Title,Income,Current_Product,Current_Product_Type,Current_Coverage,New_Product_Type,New_Coverage,Rating,target
32.0,F,Married,9.0,LHS,SE,OT,2.302535301,No,NO,0.0,INV,2000000.0,Cold,0
20.0,F,Single,6.0,LHS,SFT,DD,1.227328776,No,NO,0.0,PMT,15000000.0,Cold,0
21.0,F,Single,4.0,PD,SPT,PR,5.165352217,No,NO,0.0,INV,2000000.0,Hot,1
30.0,F,Divorced,2.0,BD,SPT,RR,9.598940784,Yes,END,15000000.0,ANS,3000000.0,Hot,1
43.0,M,Divorced,2.0,LHS,SFT,DD,1.577330575,Yes,PMT,50000.0,ANS,1000000.0,Cold,0
18.0,M,Single,4.0,UHS,SPT,DD,1.0,No,NO,0.0,PMT,15000000.0,Cold,0
45.0,M,Divorced,3.0,UHS,SE,DD,1.816073834,No,NO,0.0,PMT,15000000.0,Cold,0
54.0,F,Married,3.0,BD,SPT,PR,8.0,Yes,INV,15000000.0,ANS,15000000.0,Warm,1
32.0,M,Married,2.0,PD,SE,FH,2.030944662,Yes,END,3000000.0,PMT,1000000.0,Cold,0
41.0,F,Divorced,2.0,MD,SPT,PG,9.134462864,Yes,ANS,15000000.0,INV,2000000.0,Warm,0
58.0,M,Divorced,6.0,BD,SPT,PG,9.557846817,No,NO,0.0,ANS,3000000.0,Warm,1
45.0,F,Divorced,2.0,BD,SE,FH,2.738757287,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
51.0,F,Divorced,1.0,NE,SE,CF,3.0,Yes,ANS,2000000.0,TLE,15000000.0,Cold,0
43.0,F,Married,4.0,BD,SPT,BA,6.946984374,Yes,TLE,2000000.0,PMT,2000000.0,Warm,1
47.0,F,Married,4.0,MD,SPT,PG,9.609164051,Yes,ANS,3000000.0,INV,15000000.0,Warm,0
25.0,M,Married,4.0,MD,SPT,BA,5.0,No,NO,0.0,ANS,5000000.0,Hot,1
23.0,F,Single,7.0,PD,SPT,RR,9.297939032,Yes,INV,4000000.0,TLE,4000000.0,Hot,1
34.0,M,Married,4.0,BD,SPT,PG,9.619396867,No,NO,0.0,END,3000000.0,Hot,1
25.0,M,Married,2.0,PD,SPT,PR,5.531919467,No,NO,0.0,END,1000000.0,Hot,1
56.0,M,Married,6.0,BD,SE,FH,3.0,Yes,ANS,2000000.0,TLE,1000000.0,Cold,0
58.0,M,Divorced,7.0,BD,SE,OT,3.208246901,Yes,TLE,2000000.0,ANS,15000000.0,Cold,0
25.0,M,Divorced,2.0,UHS,SPT,DD,1.27590835,Yes,INV,15000000.0,ANS,15000000.0,Cold,0
31.0,F,Married,2.0,PD,SE,FH,1.631742382,No,NO,0.0,INV,2000000.0,Cold,0
51.0,M,Divorced,4.0,PD,SE,FH,2.966518566,Yes,TLE,3000000.0,ANS,15000000.0,Cold,0
51.0,F,Married,6.0,MD,SPT,RR,9.85245426,No,NO,0.0,INV,5000000.0,Warm,1
55.0,M,Married,8.0,MD,SPT,PR,7.546786982,Yes,PMT,3000000.0,ANS,5000000.0,Warm,0
55.0,F,Married,3.0,UHS,SE,CB,1.911786437,No,NO,0.0,PMT,15000000.0,Cold,0
55.0,M,Divorced,7.0,PD,SPT,PG,9.385842508,Yes,ANS,3000000.0,TLE,5000000.0,Warm,1
34.0,F,Divorced,5.0,MD,SPT,BA,5.469437642,Yes,INV,15000000.0,END,4000000.0,Hot,1
21.0,M,Single,2.0,LHS,SFT,DD,1.089800926,No,NO,0.0,PMT,1000000.0,Cold,0
20.0,M,Single,7.0,NE,SPT,PA,4.0,No,NO,0.0,INV,15000000.0,Hot,1
28.0,M,Married,4.0,PD,SE,FH,1.737206636,No,NO,0.0,END,15000000.0,Cold,0
20.0,F,Single,10.0,NE,SPT,OT,2.239180971,No,NO,0.0,END,3000000.0,Warm,1
26.0,F,Single,5.0,UHS,SE,OM,2.502954141,No,NO,0.0,END,2000000.0,Warm,0
19.0,M,Single,5.0,NE,SPT,DD,1.100341835,No,NO,0.0,INV,15000000.0,Cold,0
55.0,F,Married,2.0,MD,SE,FH,2.346125237,Yes,ANS,15000000.0,TLE,15000000.0,Cold,0
49.0,M,Divorced,4.0,PD,SPT,BA,7.540506604,Yes,ANS,15000000.0,PMT,4000000.0,Warm,0
56.0,M,Divorced,6.0,MD,SE,FH,2.620468442,Yes,ANS,1000000.0,TLE,2000000.0,Cold,0
55.0,F,Married,6.0,LHS,SFT,DD,1.856363118,Yes,TLE,1000000.0,PMT,15000000.0,Cold,0
39.0,M,Divorced,1.0,MD,SE,FH,2.095978689,Yes,ANS,50000.0,TLE,1000000.0,Cold,0
37.0,F,Divorced,2.0,MD,SPT,PR,6.355247419,Yes,ANS,4000000.0,TLE,5000000.0,Hot,1
38.0,M,Married,3.0,LHS,SFT,DD,1.724468646,No,NO,0.0,PMT,1000000.0,Cold,0
38.0,M,Divorced,1.0,MD,SPT,RR,9.488176693,Yes,INV,4000000.0,ANS,5000000.0,Hot,1
39.0,M,Divorced,7.0,MD,SPT,PG,9.69000539,Yes,TLE,50000.0,INV,5000000.0,Hot,1
46.0,M,Divorced,10.0,UHS,SPT,OM,2.591611834,Yes,PMT,3000000.0,ANS,1000000.0,Cold,0
37.0,M,Divorced,2.0,LHS,SE,CB,1.44966377,Yes,PMT,15000000.0,ANS,1000000.0,Cold,0
42.0,F,Single,5.0,LHS,SE,CF,2.268544302,No,NO,0.0,ANS,2000000.0,Cold,0
21.0,F,Single,9.0,UHS,SE,OT,2.007859631,No,NO,0.0,TLE,15000000.0,Warm,0
49.0,F,Divorced,1.0,UHS,SPT,PA,5.155727746,Yes,TLE,15000000.0,ANS,2000000.0,Warm,0
54.0,M,Married,2.0,PD,SE,FH,2.677522935,Yes,ANS,1000000.0,TLE,1000000.0,Cold,0
39.0,F,Married,5.0,LHS,SFT,OT,2.598269052,No,NO,0.0,TLE,1000000.0,Cold,0
47.0,M,Single,3.0,BD,SPT,PR,7.202534947,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
30.0,M,Divorced,1.0,LHS,SFT,OM,2.18378363,Yes,END,3000000.0,ANS,2000000.0,Warm,0
26.0,M,Married,2.0,MD,SPT,PG,9.193689307,No,NO,0.0,END,2000000.0,Hot,1
40.0,F,Divorced,2.0,BD,SE,FH,2.102486095,Yes,TLE,3000000.0,ANS,15000000.0,Cold,0
51.0,M,Married,2.0,BD,SE,FH,2.586050261,Yes,ANS,2000000.0,TLE,15000000.0,Cold,0
36.0,M,Married,8.0,UHS,SE,OT,2.892525854,No,NO,0.0,ANS,2000000.0,Cold,0
57.0,M,Married,2.0,MD,SPT,PR,7.230554335,Yes,ANS,15000000.0,TLE,4000000.0,Warm,0
24.0,F,Married,3.0,BD,SPT,RR,9.078844627,No,NO,0.0,INV,15000000.0,Hot,1
34.0,M,Divorced,2.0,PD,SPT,PG,9.425582779,Yes,ANS,2000000.0,INV,3000000.0,Hot,1
37.0,M,Married,5.0,LHS,SFT,PA,4.674068671,No,NO,0.0,ANS,3000000.0,Hot,1
31.0,F,Married,2.0,BD,SE,FH,1.907967226,Yes,TLE,3000000.0,INV,1000000.0,Cold,0
26.0,M,Single,6.0,PD,SPT,PG,9.3855875,Yes,ANS,4000000.0,INV,15000000.0,Hot,1
28.0,F,Single,7.0,UHS,SPT,CB,1.368738022,No,NO,0.0,INV,1000000.0,Cold,0
49.0,M,Divorced,1.0,LHS,SFT,OT,3.01492971,Yes,TLE,15000000.0,ANS,3000000.0,Cold,0
52.0,F,Married,5.0,PD,SE,FH,2.99647154,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
45.0,M,Married,2.0,BD,SE,FH,2.369797771,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
20.0,M,Single,1.0,LHS,SFT,OT,2.202309,Yes,END,15000000.0,INV,3000000.0,Warm,0
50.0,F,Married,4.0,MD,SE,FH,2.494249676,No,NO,0.0,TLE,15000000.0,Cold,0
34.0,F,Divorced,1.0,UHS,SPT,DD,1.211959147,Yes,INV,3000000.0,PMT,1000000.0,Cold,0
53.0,F,Married,8.0,LHS,SE,OT,3.299093394,No,NO,0.0,TLE,3000000.0,Cold,0
41.0,M,Married,7.0,BD,SPT,RR,9.611814443,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
35.0,F,Married,9.0,MD,SPT,RR,9.15098552,No,NO,0.0,INV,3000000.0,Hot,1
28.0,M,Married,4.0,PD,SPT,PR,6.194443521,Yes,INV,4000000.0,END,2000000.0,Hot,0
30.0,F,Divorced,2.0,PD,SE,FH,1.681017707,Yes,END,2000000.0,INV,15000000.0,Cold,0
22.0,M,Divorced,5.0,MD,SPT,RR,9.0,No,NO,0.0,INV,5000000.0,Hot,1
45.0,M,Married,9.0,BD,SE,FH,2.813108584,Yes,ANS,50000.0,TLE,2000000.0,Cold,1
47.0,F,Divorced,6.0,UHS,SE,CB,1.694208317,No,NO,0.0,PMT,15000000.0,Cold,0
49.0,M,Divorced,5.0,PD,SE,FH,2.720464339,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
54.0,F,Married,2.0,PD,SE,FH,2.753550484,No,NO,0.0,TLE,1000000.0,Cold,0
47.0,F,Married,3.0,UHS,SE,DD,1.755274696,Yes,PMT,2000000.0,TLE,1000000.0,Cold,0
42.0,M,Married,3.0,LHS,SFT,DD,1.45826941,No,NO,0.0,TLE,15000000.0,Cold,0
32.0,F,Divorced,9.0,LHS,SFT,CB,1.50951471,No,NO,0.0,PMT,1000000.0,Cold,0
48.0,F,Divorced,3.0,LHS,SFT,CB,1.8093779,Yes,PMT,50000.0,TLE,15000000.0,Cold,0
25.0,M,Divorced,4.0,NE,SPT,CB,1.320026738,No,NO,0.0,END,1000000.0,Cold,0
40.0,F,Single,4.0,LHS,SFT,OM,2.534028799,No,NO,0.0,PMT,3000000.0,Cold,0
33.0,F,Married,2.0,UHS,SE,OT,2.432199455,Yes,TLE,2000000.0,ANS,1000000.0,Cold,0
26.0,F,Single,1.0,BD,SPT,PR,5.576710205,No,NO,0.0,END,5000000.0,Hot,1
53.0,M,Married,10.0,LHS,SE,DD,1.910562027,No,NO,0.0,TLE,15000000.0,Cold,0
22.0,M,Married,5.0,BD,SPT,BA,5.173674775,No,NO,0.0,ANS,1000000.0,Hot,1
55.0,F,Divorced,8.0,MD,SPT,PR,8.0,Yes,TLE,15000000.0,ANS,4000000.0,Warm,0
18.0,M,Married,3.0,UHS,SE,CF,1.686455168,No,NO,0.0,ANS,1000000.0,Cold,0
41.0,F,Married,4.0,LHS,SE,OM,2.672357577,No,NO,0.0,PMT,2000000.0,Cold,0
18.0,F,Single,7.0,NE,SE,DD,1.040739653,No,NO,0.0,PMT,15000000.0,Cold,0
37.0,F,Married,2.0,MD,SPT,PG,9.47092042,No,NO,0.0,ANS,5000000.0,Hot,1
30.0,M,Single,4.0,LHS,SFT,OT,2.26951968,No,NO,0.0,TLE,15000000.0,Warm,1
33.0,M,Single,4.0,BD,SPT,PR,6.736302955,Yes,ANS,2000000.0,TLE,4000000.0,Hot,1
60.0,M,Married,3.0,PD,SE,FH,2.934548671,Yes,ANS,50000.0,TLE,2000000.0,Cold,0
32.0,F,Married,5.0,UHS,SPT,CB,1.40482736,Yes,PMT,2000000.0,TLE,1000000.0,Cold,0
32.0,F,Married,2.0,BD,SPT,BA,5.859949547,Yes,END,50000.0,ANS,5000000.0,Hot,1
54.0,M,Divorced,9.0,BD,SE,FH,2.623408199,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
50.0,M,Divorced,9.0,BD,SE,FH,2.57733288,No,NO,0.0,ANS,15000000.0,Cold,0
30.0,M,Married,4.0,BD,SPT,RR,9.112312057,No,NO,0.0,END,15000000.0,Hot,1
21.0,F,Single,6.0,NE,SPT,DD,1.0,No,NO,0.0,PMT,15000000.0,Cold,0
29.0,F,Single,6.0,UHS,SE,CF,1.5,Yes,INV,3000000.0,END,15000000.0,Cold,0
23.0,M,Single,6.0,BD,SPT,RR,9.374772923,No,NO,0.0,PMT,4000000.0,Hot,1
22.0,M,Single,5.0,MD,SPT,PG,9.003578051,No,NO,0.0,INV,1000000.0,Hot,1
45.0,M,Married,5.0,LHS,SE,OT,2.901043827,No,NO,0.0,ANS,15000000.0,Cold,0
59.0,M,Divorced,1.0,BD,SE,FH,3.0,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
58.0,M,Married,2.0,LHS,SFT,DD,2.0,Yes,ANS,50000.0,PMT,1000000.0,Cold,0
41.0,F,Single,3.0,PD,SE,FH,2.201559456,No,NO,0.0,ANS,2000000.0,Cold,0
47.0,M,Single,4.0,UHS,SPT,OM,2.692327972,Yes,TLE,1000000.0,PMT,15000000.0,Cold,0
36.0,F,Married,2.0,NE,SE,DD,1.512660729,No,NO,0.0,TLE,15000000.0,Cold,1
23.0,M,Married,9.0,PD,SE,FH,1.724583864,Yes,INV,2000000.0,ANS,1000000.0,Cold,0
55.0,F,Married,7.0,BD,SPT,RR,9.839281032,Yes,ANS,1000000.0,TLE,3000000.0,Warm,0
57.0,F,Married,2.0,LHS,SFT,CB,1.917143316,Yes,TLE,50000.0,PMT,15000000.0,Cold,0
44.0,M,Divorced,3.0,BD,SPT,BA,6.535399339,Yes,TLE,50000.0,ANS,5000000.0,Warm,1
47.0,M,Single,1.0,BD,SPT,PG,9.413660611,No,NO,0.0,ANS,15000000.0,Warm,1
40.0,M,Married,10.0,UHS,SE,DD,1.393345049,Yes,ANS,4000000.0,PMT,1000000.0,Cold,0
32.0,M,Single,1.0,BD,SE,FH,2.112618702,Yes,END,2000000.0,TLE,2000000.0,Cold,0
33.0,M,Divorced,1.0,MD,SE,FH,2.430731693,Yes,INV,50000.0,END,15000000.0,Cold,0
30.0,F,Married,3.0,MD,SE,FH,1.781740999,No,NO,0.0,INV,1000000.0,Cold,0
24.0,M,Married,5.0,BD,SE,FH,1.5,Yes,TLE,50000.0,END,2000000.0,Cold,0
29.0,M,Married,2.0,BD,SE,FH,2.074138208,No,NO,0.0,END,1000000.0,Warm,0
40.0,F,Single,7.0,PD,SE,FH,2.432565395,Yes,TLE,2000000.0,ANS,15000000.0,Cold,0
60.0,M,Divorced,6.0,UHS,SE,DD,1.924465859,Yes,PMT,3000000.0,TLE,1000000.0,Cold,0
21.0,M,Single,6.0,NE,SPT,PA,4.0,No,NO,0.0,TLE,15000000.0,Hot,1
59.0,F,Divorced,4.0,UHS,SPT,OM,3.470071167,Yes,PMT,50000.0,ANS,2000000.0,Cold,0
51.0,M,Married,2.0,UHS,SPT,OM,3.27199991,Yes,TLE,2000000.0,PMT,1000000.0,Cold,0
22.0,F,Married,2.0,BD,SE,FH,1.89093995,Yes,ANS,50000.0,END,15000000.0,Cold,0
37.0,F,Married,9.0,PD,SE,FH,2.039716724,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
39.0,F,Married,6.0,MD,SPT,PG,9.568342045,Yes,TLE,50000.0,ANS,15000000.0,Hot,1
33.0,M,Married,10.0,LHS,SE,CF,2.038590757,No,NO,0.0,END,15000000.0,Cold,0
46.0,F,Married,3.0,MD,SPT,PG,9.681996479,Yes,ANS,3000000.0,INV,15000000.0,Warm,1
25.0,M,Single,3.0,BD,SPT,BA,5.305603156,No,NO,0.0,PMT,2000000.0,Hot,1
55.0,M,Divorced,2.0,BD,SE,FH,2.689066218,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
43.0,M,Married,6.0,UHS,SPT,PA,4.685797626,Yes,ANS,1000000.0,TLE,4000000.0,Warm,0
51.0,F,Married,5.0,BD,SPT,RR,9.785564639,Yes,INV,4000000.0,PMT,3000000.0,Warm,0
47.0,M,Single,5.0,BD,SPT,BA,6.593280173,No,NO,0.0,PMT,2000000.0,Warm,1
37.0,M,Married,8.0,BD,SE,FH,2.286563046,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
28.0,M,Married,2.0,BD,SPT,BA,5.826084768,No,NO,0.0,PMT,2000000.0,Hot,1
39.0,F,Married,10.0,BD,SPT,PG,9.380720317,No,NO,0.0,ANS,4000000.0,Hot,1
37.0,M,Divorced,9.0,BD,SPT,PR,6.408839083,Yes,ANS,4000000.0,TLE,15000000.0,Hot,1
39.0,F,Married,3.0,PD,SE,FH,2.102769935,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
36.0,F,Married,5.0,BD,SE,FH,2.223509108,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
44.0,F,Married,4.0,BD,SE,FH,2.267369972,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
21.0,F,Single,1.0,NE,SPT,OC,5.051041342,Yes,ANS,50000.0,INV,2000000.0,Hot,1
54.0,M,Married,5.0,BD,SPT,BA,7.15875238,Yes,ANS,3000000.0,TLE,15000000.0,Warm,1
58.0,M,Married,10.0,BD,SE,FH,2.710716334,No,NO,0.0,TLE,1000000.0,Cold,0
48.0,F,Single,6.0,MD,SPT,PG,9.667347779,No,NO,0.0,TLE,1000000.0,Warm,0
19.0,M,Single,2.0,NE,SPT,DD,1.0,No,NO,0.0,INV,1000000.0,Cold,0
43.0,M,Married,3.0,BD,SPT,BA,7.187798462,Yes,ANS,1000000.0,INV,1000000.0,Warm,1
26.0,M,Single,9.0,LHS,SE,DD,1.055030096,No,NO,0.0,PMT,1000000.0,Cold,0
44.0,M,Single,1.0,BD,SE,DD,1.617389979,No,NO,0.0,PMT,1000000.0,Cold,0
47.0,M,Married,4.0,MD,SPT,PR,7.224209208,No,NO,0.0,TLE,1000000.0,Warm,1
53.0,M,Married,5.0,MD,SPT,PR,7.850925978,Yes,ANS,3000000.0,INV,3000000.0,Warm,1
38.0,F,Married,3.0,MD,SPT,PG,9.622956722,No,NO,0.0,INV,15000000.0,Hot,0
29.0,F,Single,6.0,MD,SE,FH,1.640313704,Yes,TLE,3000000.0,END,2000000.0,Cold,0
26.0,F,Single,8.0,MD,SPT,PG,9.0,No,NO,0.0,ANS,2000000.0,Hot,1
27.0,M,Married,2.0,BD,SE,FH,1.919032628,No,NO,0.0,INV,1000000.0,Cold,0
40.0,M,Single,2.0,MD,SE,FH,2.614765749,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
38.0,F,Single,7.0,UHS,SPT,OM,2.980785909,No,NO,0.0,PMT,2000000.0,Cold,0
52.0,F,Married,4.0,MD,SE,FH,2.802142881,Yes,ANS,50000.0,TLE,2000000.0,Cold,0
20.0,F,Single,3.0,UHS,SPT,DD,1.143922128,No,NO,0.0,END,1000000.0,Cold,0
41.0,M,Married,2.0,MD,SE,PG,9.430309266,Yes,TLE,15000000.0,ANS,3000000.0,Warm,0
53.0,M,Married,5.0,BD,SPT,PG,10.0,No,NO,0.0,PMT,3000000.0,Warm,1
24.0,F,Married,3.0,MD,SPT,PR,6.236563072,Yes,TLE,4000000.0,END,3000000.0,Hot,1
39.0,F,Single,2.0,MD,SPT,PR,6.323175457,No,NO,0.0,ANS,15000000.0,Hot,1
44.0,M,Divorced,6.0,MD,SE,FH,2.552056581,No,NO,0.0,ANS,2000000.0,Cold,0
40.0,F,Married,2.0,BD,SPT,PG,9.502412832,No,NO,0.0,INV,5000000.0,Hot,1
38.0,F,Married,2.0,PD,SPT,PG,9.666920955,Yes,INV,3000000.0,ANS,5000000.0,Hot,1
18.0,M,Single,6.0,UHS,SPT,DD,1.105795802,Yes,INV,2000000.0,PMT,1000000.0,Cold,0
24.0,F,Single,2.0,LHS,SFT,OM,2.065861378,No,NO,0.0,END,15000000.0,Warm,0
43.0,M,Married,4.0,LHS,SE,OM,2.974741549,Yes,PMT,2000000.0,TLE,2000000.0,Cold,1
54.0,F,Divorced,1.0,BD,SPT,BA,8.0,Yes,PMT,2000000.0,ANS,2000000.0,Warm,1
58.0,M,Married,3.0,MD,SE,FH,3.0,Yes,ANS,50000.0,TLE,1000000.0,Cold,0
20.0,M,Single,2.0,UHS,SPT,DD,1.193480026,No,NO,0.0,END,1000000.0,Cold,0
49.0,F,Single,6.0,LHS,SE,OM,2.938654689,No,NO,0.0,ANS,1000000.0,Cold,1
32.0,M,Married,4.0,BD,SPT,BA,5.595344991,No,NO,0.0,PMT,3000000.0,Hot,1
35.0,M,Married,5.0,MD,SPT,PG,9.282058997,Yes,INV,15000000.0,END,15000000.0,Hot,1
58.0,F,Divorced,7.0,MD,SPT,PG,10.0,Yes,TLE,4000000.0,INV,2000000.0,Warm,1
45.0,F,Divorced,6.0,BD,SPT,PR,6.449135375,No,NO,0.0,ANS,15000000.0,Warm,1
32.0,M,Married,9.0,PD,SPT,PG,9.4327263,No,NO,0.0,END,5000000.0,Hot,1
33.0,M,Married,2.0,MD,SPT,PR,5.632070001,Yes,INV,4000000.0,END,15000000.0,Hot,1
36.0,F,Married,3.0,MD,SPT,RR,9.370973051,No,NO,0.0,TLE,1000000.0,Hot,1
44.0,M,Single,2.0,BD,SE,FH,2.321104497,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
20.0,M,Single,9.0,LHS,SFT,DD,1.041025904,No,NO,0.0,END,1000000.0,Cold,0
38.0,M,Married,10.0,MD,SPT,PG,9.250485039,Yes,ANS,15000000.0,TLE,15000000.0,Hot,1
60.0,M,Married,3.0,NE,SPT,DD,1.895443404,Yes,PMT,2000000.0,ANS,15000000.0,Cold,0
34.0,M,Married,9.0,BD,SPT,PR,5.581689796,Yes,ANS,50000.0,TLE,4000000.0,Hot,1
48.0,F,Married,2.0,UHS,SE,DD,1.852433325,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
46.0,F,Married,10.0,BD,SPT,PG,9.899337309,Yes,ANS,50000.0,INV,5000000.0,Warm,0
20.0,M,Single,2.0,LHS,SFT,DD,1.143720343,No,NO,0.0,TLE,15000000.0,Cold,0
20.0,M,Single,9.0,NE,SE,CB,1.0,Yes,PMT,3000000.0,END,1000000.0,Cold,0
22.0,F,Married,7.0,NE,SPT,DD,1.4110779980000001,No,NO,0.0,INV,1000000.0,Cold,0
29.0,M,Divorced,1.0,LHS,SE,OT,2.163483046,Yes,PMT,2000000.0,END,1000000.0,Warm,0
53.0,F,Married,4.0,BD,SPT,PG,9.890550974,Yes,ANS,1000000.0,INV,15000000.0,Warm,0
19.0,F,Single,3.0,UHS,SPT,OT,2.178467471,No,NO,0.0,INV,2000000.0,Warm,1
27.0,M,Single,7.0,MD,SPT,PG,9.030177935,Yes,TLE,2000000.0,INV,3000000.0,Hot,0
23.0,F,Divorced,3.0,MD,SE,FH,1.718371389,No,NO,0.0,ANS,1000000.0,Cold,0
28.0,F,Married,3.0,MD,SE,PG,9.283600692,Yes,END,4000000.0,INV,4000000.0,Hot,1
24.0,F,Divorced,5.0,LHS,SFT,DD,1.439165246,Yes,END,15000000.0,INV,1000000.0,Cold,0
37.0,F,Divorced,5.0,BD,SPT,RR,9.614165521,Yes,ANS,15000000.0,TLE,15000000.0,Hot,1
19.0,M,Single,6.0,LHS,SFT,DD,1.004977485,No,NO,0.0,END,1000000.0,Cold,0
58.0,M,Divorced,5.0,BD,SPT,PG,10.0,Yes,INV,3000000.0,TLE,2000000.0,Warm,1
58.0,F,Divorced,8.0,PD,SE,FH,3.0,Yes,TLE,2000000.0,ANS,1000000.0,Cold,0
32.0,M,Single,4.0,PD,SE,FH,1.685374904,Yes,END,3000000.0,TLE,2000000.0,Cold,0
26.0,M,Divorced,7.0,PD,SPT,PG,9.211726681,No,NO,0.0,END,1000000.0,Hot,0
47.0,F,Divorced,6.0,UHS,SPT,OT,3.263899323,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
22.0,F,Single,10.0,PD,SE,PG,9.080173355,No,NO,0.0,INV,1000000.0,Hot,0
53.0,M,Married,2.0,MD,SE,FH,2.853744372,Yes,TLE,2000000.0,ANS,1000000.0,Cold,0
46.0,F,Single,7.0,UHS,SPT,PA,6.375989698,No,NO,0.0,ANS,2000000.0,Warm,1
50.0,M,Married,10.0,LHS,SFT,OM,3.294469892,Yes,PMT,3000000.0,TLE,3000000.0,Cold,0
21.0,M,Single,1.0,BD,SE,FH,1.936632541,Yes,ANS,1000000.0,END,2000000.0,Cold,0
29.0,M,Married,10.0,MD,SE,FH,2.147003192,No,NO,0.0,TLE,1000000.0,Warm,0
36.0,M,Married,2.0,BD,SE,PG,9.452330746,Yes,TLE,2000000.0,ANS,5000000.0,Hot,1
29.0,M,Married,3.0,PD,SPT,PG,9.209585515,No,NO,0.0,INV,5000000.0,Hot,1
55.0,M,Married,9.0,LHS,SFT,OM,3.5,Yes,PMT,1000000.0,TLE,2000000.0,Cold,0
57.0,M,Married,4.0,PD,SE,FH,2.701113134,Yes,ANS,3000000.0,TLE,15000000.0,Cold,0
36.0,M,Single,5.0,PD,SPT,PR,5.263997055,Yes,TLE,2000000.0,ANS,15000000.0,Hot,1
36.0,M,Married,10.0,BD,SPT,RR,9.387569255,Yes,ANS,4000000.0,INV,2000000.0,Hot,1
18.0,M,Single,3.0,NE,SPT,PA,4.61151753,No,NO,0.0,INV,15000000.0,Hot,0
60.0,F,Divorced,1.0,BD,SE,FH,3.0,Yes,TLE,2000000.0,ANS,2000000.0,Cold,0
20.0,M,Single,5.0,NE,SPT,DD,1.0,No,NO,0.0,ANS,15000000.0,Cold,1
31.0,F,Divorced,2.0,UHS,SPT,CB,1.297039689,Yes,INV,1000000.0,END,15000000.0,Cold,0
59.0,F,Divorced,3.0,BD,SE,FH,2.823828316,Yes,ANS,2000000.0,TLE,2000000.0,Cold,0
21.0,F,Single,7.0,NE,SPT,DD,1.081335405,No,NO,0.0,PMT,15000000.0,Cold,0
47.0,F,Single,1.0,MD,SE,FH,2.544791003,No,NO,0.0,TLE,15000000.0,Cold,0
45.0,M,Married,4.0,NE,SE,CF,2.762593286,No,NO,0.0,TLE,15000000.0,Cold,0
32.0,M,Divorced,5.0,BD,SPT,RR,9.469490691,No,NO,0.0,END,15000000.0,Hot,1
57.0,M,Divorced,3.0,BD,SPT,RR,10.0,No,NO,0.0,ANS,3000000.0,Warm,0
26.0,M,Married,7.0,MD,SPT,PG,9.240166671,Yes,END,15000000.0,INV,4000000.0,Hot,1
48.0,M,Divorced,4.0,UHS,SPT,OC,6.857373816,Yes,TLE,1000000.0,ANS,1000000.0,Warm,1
41.0,F,Single,1.0,MD,SPT,PR,6.997627004,Yes,TLE,15000000.0,ANS,1000000.0,Warm,1
51.0,F,Divorced,5.0,UHS,SE,CB,1.501261842,Yes,TLE,15000000.0,PMT,1000000.0,Cold,0
56.0,F,Married,5.0,UHS,SE,OT,3.5,Yes,TLE,3000000.0,ANS,15000000.0,Cold,0
50.0,F,Married,2.0,BD,SPT,PG,9.497330303,Yes,INV,15000000.0,ANS,1000000.0,Warm,0
33.0,F,Married,6.0,PD,SPT,BA,6.914404001,Yes,INV,2000000.0,PMT,3000000.0,Hot,1
34.0,M,Married,4.0,MD,SPT,RR,9.515486149,No,NO,0.0,INV,15000000.0,Hot,1
57.0,F,Divorced,2.0,BD,SPT,PR,8.0,Yes,ANS,15000000.0,PMT,4000000.0,Warm,0
55.0,M,Married,8.0,PD,SPT,PR,7.212735972,No,NO,0.0,INV,1000000.0,Warm,1
46.0,F,Married,4.0,BD,SPT,BA,6.52899765,Yes,PMT,3000000.0,TLE,3000000.0,Warm,0
32.0,M,Married,6.0,MD,SPT,BA,5.67969778,Yes,INV,2000000.0,END,2000000.0,Hot,1
51.0,M,Married,2.0,BD,SPT,PG,10.0,Yes,INV,3000000.0,ANS,3000000.0,Warm,1
34.0,M,Married,6.0,PD,SE,FH,2.012247008,Yes,INV,3000000.0,TLE,2000000.0,Cold,1
46.0,F,Divorced,3.0,MD,SE,FH,2.251545195,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
22.0,F,Married,9.0,BD,SE,FH,1.740026664,No,NO,0.0,END,1000000.0,Cold,0
